283.166666666667;-14.8333333333333;1
283.333333333333;-14.8333333333333;1
283.5;-14.8333333333333;1
283.666666666667;-14.8333333333333;1
283.833333333333;-14.8333333333333;1
284;-14.8333333333333;1
283.166666666667;-14.6666666666667;1
283.333333333333;-14.6666666666667;1
283.5;-14.6666666666667;1
283.666666666667;-14.6666666666667;1
283.833333333333;-14.6666666666667;1
284;-14.6666666666667;1
283;-14.5;1
283.166666666667;-14.5;1
283.333333333333;-14.5;1
283.5;-14.5;1
283.666666666667;-14.5;1
283.833333333333;-14.5;1
282.833333333333;-14.3333333333333;1
283;-14.3333333333333;1
283.166666666667;-14.3333333333333;1
283.333333333333;-14.3333333333333;1
283.5;-14.3333333333333;1
283.666666666667;-14.3333333333333;1
282.833333333333;-14.1666666666667;1
283;-14.1666666666667;1
283.166666666667;-14.1666666666667;1
283.333333333333;-14.1666666666667;1
283.5;-14.1666666666667;1
283.666666666667;-14.1666666666667;1
282.833333333333;-14;1
283;-14;1
283.166666666667;-14;1
283.333333333333;-14;1
283.5;-14;1
283.666666666667;-14;1
282.833333333333;-13.8333333333333;1
283;-13.8333333333333;1
283.166666666667;-13.8333333333333;1
283.333333333333;-13.8333333333333;1
283.5;-13.8333333333333;1
283.666666666667;-13.8333333333333;1
282.833333333333;-13.6666666666667;1
283;-13.6666666666667;1
283.166666666667;-13.6666666666667;1
283.333333333333;-13.6666666666667;1
283.5;-13.6666666666667;1
283.666666666667;-13.6666666666667;1
282.833333333333;-13.5;1
283;-13.5;1
283.166666666667;-13.5;1
283.333333333333;-13.5;1
283.5;-13.5;1
283.666666666667;-13.5;1
282.833333333333;-13.3333333333333;1
283;-13.3333333333333;1
283.166666666667;-13.3333333333333;1
283.333333333333;-13.3333333333333;1
283.5;-13.3333333333333;1
283.666666666667;-13.3333333333333;1
282.666666666667;-13.1666666666667;1
282.833333333333;-13.1666666666667;1
283;-13.1666666666667;1
283.166666666667;-13.1666666666667;1
283.333333333333;-13.1666666666667;1
283.5;-13.1666666666667;1
282.5;-13;1
282.666666666667;-13;1
282.833333333333;-13;1
283;-13;1
283.166666666667;-13;1
283.333333333333;-13;1
282.5;-12.8333333333333;1
282.666666666667;-12.8333333333333;1
282.833333333333;-12.8333333333333;1
283;-12.8333333333333;1
283.166666666667;-12.8333333333333;1
283.333333333333;-12.8333333333333;1
282.333333333333;-12.6666666666667;1
282.5;-12.6666666666667;1
282.666666666667;-12.6666666666667;1
282.833333333333;-12.6666666666667;1
283;-12.6666666666667;1
283.166666666667;-12.6666666666667;1
282.333333333333;-12.5;1
282.5;-12.5;1
282.666666666667;-12.5;1
282.833333333333;-12.5;1
283;-12.5;1
283.166666666667;-12.5;1
282.166666666667;-12.3333333333333;1
282.333333333333;-12.3333333333333;1
282.5;-12.3333333333333;1
282.666666666667;-12.3333333333333;1
282.833333333333;-12.3333333333333;1
283;-12.3333333333333;1
282;-12.1666666666667;1
282.166666666667;-12.1666666666667;1
282.333333333333;-12.1666666666667;1
282.5;-12.1666666666667;1
282.666666666667;-12.1666666666667;1
282.833333333333;-12.1666666666667;1
282;-12;1
282.166666666667;-12;1
282.333333333333;-12;1
282.5;-12;1
282.666666666667;-12;1
282.833333333333;-12;1
281.833333333333;-11.8333333333333;1
282;-11.8333333333333;1
282.166666666667;-11.8333333333333;1
282.333333333333;-11.8333333333333;1
282.5;-11.8333333333333;1
282.666666666667;-11.8333333333333;1
281.833333333333;-11.6666666666667;1
282;-11.6666666666667;1
282.166666666667;-11.6666666666667;1
282.333333333333;-11.6666666666667;1
282.5;-11.6666666666667;1
282.666666666667;-11.6666666666667;1
281.666666666667;-11.5;1
281.833333333333;-11.5;1
282;-11.5;1
282.166666666667;-11.5;1
282.333333333333;-11.5;1
282.5;-11.5;1
281.5;-11.3333333333333;1
281.666666666667;-11.3333333333333;1
